PRODUCT,STUDENT_ID,DOMAIN,SUM_NGR_SKILLS_MASTERED,SUM_NGR_SKILLS_PASSED_IN_PLACEMENT,CNT_TOTAL_NGR_SKILLS_AVAILABLE,PCT_SKILL_GROWTH
my_math_academy,1172567,Algebraic reasoning,7,26,37,0.189189
my_math_academy,1172567,Data analysis,5,1,6,0.833333
my_math_academy,1172567,Geometry and measurement,12,7,19,0.631579
my_math_academy,1172567,Number and operations,42,76,120,0.350000
my_math_academy,1172568,Algebraic reasoning,7,30,37,0.189189
my_math_academy,1172568,Data analysis,1,5,6,0.166667
my_math_academy,1172568,Geometry and measurement,6,13,19,0.315789
my_math_academy,1172568,Number and operations,14,79,120,0.116667
my_math_academy,1172570,Algebraic reasoning,12,0,37,0.324324
my_math_academy,1172570,Data analysis,5,0,6,0.833333
my_math_academy,1172570,Geometry and measurement,10,3,19,0.526316
my_math_academy,1172570,Number and operations,19,12,98,0.193878
my_math_academy,1172571,Algebraic reasoning,8,11,37,0.216216
my_math_academy,1172571,Data analysis,0,5,6,0.000000
my_math_academy,1172571,Geometry and measurement,1,12,19,0.052632
my_math_academy,1172571,Number and operations,12,55,98,0.122449
my_math_academy,1172572,Algebraic reasoning,9,0,37,0.243243
my_math_academy,1172572,Data analysis,6,0,6,1.000000
my_math_academy,1172572,Geometry and measurement,18,0,19,0.947368
my_math_academy,1172572,Number and operations,30,0,98,0.306122
my_math_academy,1172573,Algebraic reasoning,9,11,37,0.243243
my_math_academy,1172573,Data analysis,5,0,6,0.833333
my_math_academy,1172573,Geometry and measurement,13,0,19,0.684211
my_math_academy,1172573,Number and operations,20,48,98,0.204082
my_math_academy,1172574,Algebraic reasoning,5,30,37,0.135135
my_math_academy,1172574,Data analysis,1,5,6,0.166667
my_math_academy,1172574,Geometry and measurement,5,13,19,0.263158
my_math_academy,1172574,Number and operations,4,75,120,0.033333
my_math_academy,1172577,Algebraic reasoning,12,0,37,0.324324
my_math_academy,1172577,Data analysis,5,0,6,0.833333
my_math_academy,1172577,Geometry and measurement,10,3,19,0.526316
my_math_academy,1172577,Number and operations,13,12,98,0.132653
my_math_academy,1172587,Algebraic reasoning,5,22,45,0.111111
my_math_academy,1172587,Data analysis,0,6,6,0.000000
my_math_academy,1172587,Geometry and measurement,0,19,20,0.000000
my_math_academy,1172587,Number and operations,7,88,274,0.025547
my_math_academy,1172597,Algebraic reasoning,3,32,37,0.081081
my_math_academy,1172597,Data analysis,0,5,6,0.000000
my_math_academy,1172597,Geometry and measurement,0,13,19,0.000000
my_math_academy,1172597,Number and operations,9,77,120,0.075000
my_math_academy,1172599,Algebraic reasoning,11,20,37,0.297297
my_math_academy,1172599,Data analysis,5,0,6,0.833333
my_math_academy,1172599,Geometry and measurement,8,5,19,0.421053
my_math_academy,1172599,Number and operations,39,65,120,0.325000
my_math_academy,1172600,Algebraic reasoning,11,26,37,0.297297
my_math_academy,1172600,Data analysis,6,0,6,1.000000
my_math_academy,1172600,Geometry and measurement,14,5,19,0.736842
my_math_academy,1172600,Number and operations,31,65,120,0.258333
my_math_academy,1172601,Algebraic reasoning,4,13,37,0.108108
my_math_academy,1172601,Data analysis,6,0,6,1.000000
my_math_academy,1172601,Geometry and measurement,10,5,19,0.526316
my_math_academy,1172601,Number and operations,2,59,120,0.016667
my_math_academy,1172602,Algebraic reasoning,5,26,37,0.135135
my_math_academy,1172602,Data analysis,0,6,6,0.000000
my_math_academy,1172602,Geometry and measurement,1,16,19,0.052632
my_math_academy,1172602,Number and operations,6,65,120,0.050000
my_math_academy,1172603,Algebraic reasoning,1,32,37,0.027027
my_math_academy,1172603,Data analysis,1,5,6,0.166667
my_math_academy,1172603,Geometry and measurement,6,13,19,0.315789
my_math_academy,1172603,Number and operations,11,76,120,0.091667
my_math_academy,1172604,Algebraic reasoning,7,0,37,0.189189
my_math_academy,1172604,Data analysis,5,0,6,0.833333
my_math_academy,1172604,Geometry and measurement,9,3,19,0.473684
my_math_academy,1172604,Number and operations,23,6,98,0.234694
my_math_academy,1172606,Algebraic reasoning,7,11,37,0.189189
my_math_academy,1172606,Data analysis,5,0,6,0.833333
my_math_academy,1172606,Geometry and measurement,13,0,19,0.684211
my_math_academy,1172606,Number and operations,6,33,98,0.061224
my_math_academy,1172607,Data analysis,1,5,6,0.166667
my_math_academy,1172607,Geometry and measurement,2,13,19,0.105263
my_math_academy,1172607,Number and operations,9,7,98,0.091837
my_math_academy,1172608,Algebraic reasoning,24,0,37,0.648649
my_math_academy,1172608,Data analysis,5,0,6,0.833333
my_math_academy,1172608,Geometry and measurement,13,0,19,0.684211
my_math_academy,1172608,Number and operations,35,12,98,0.357143
my_math_academy,1172609,Algebraic reasoning,9,21,37,0.243243
my_math_academy,1172609,Data analysis,5,0,6,0.833333
my_math_academy,1172609,Geometry and measurement,8,5,19,0.421053
my_math_academy,1172609,Number and operations,10,59,120,0.083333
my_math_academy,1172617,Algebraic reasoning,2,33,37,0.054054
my_math_academy,1172617,Data analysis,0,5,6,0.000000
my_math_academy,1172617,Geometry and measurement,0,13,19,0.000000
my_math_academy,1172617,Number and operations,3,77,120,0.025000
my_math_academy,1172618,Algebraic reasoning,1,32,37,0.027027
my_math_academy,1172618,Data analysis,1,5,6,0.166667
my_math_academy,1172618,Geometry and measurement,6,13,19,0.315789
my_math_academy,1172618,Number and operations,7,81,120,0.058333
my_math_academy,1172619,Algebraic reasoning,11,20,37,0.297297
my_math_academy,1172619,Data analysis,6,0,6,1.000000
my_math_academy,1172619,Geometry and measurement,14,5,19,0.736842
my_math_academy,1172619,Number and operations,52,65,120,0.433333
my_math_academy,1172624,Algebraic reasoning,15,12,37,0.405405
my_math_academy,1172624,Data analysis,0,5,6,0.000000
my_math_academy,1172624,Geometry and measurement,0,13,19,0.000000
my_math_academy,1172624,Number and operations,12,33,98,0.122449
my_math_academy,1172625,Algebraic reasoning,6,0,37,0.162162
my_math_academy,1172625,Data analysis,2,0,6,0.333333
my_math_academy,1172625,Geometry and measurement,5,3,19,0.263158
my_math_academy,1172625,Number and operations,19,2,98,0.193878
my_math_academy,1172626,Algebraic reasoning,17,12,37,0.459459
my_math_academy,1172626,Data analysis,6,0,6,1.000000
my_math_academy,1172626,Geometry and measurement,14,3,19,0.736842
my_math_academy,1172626,Number and operations,25,33,98,0.255102
my_math_academy,1172638,Algebraic reasoning,23,0,37,0.621622
my_math_academy,1172638,Data analysis,5,0,6,0.833333
my_math_academy,1172638,Geometry and measurement,10,0,19,0.526316
my_math_academy,1172638,Number and operations,38,0,98,0.387755
my_math_academy,1172641,Algebraic reasoning,0,2,37,0.000000
my_math_academy,1172641,Data analysis,2,0,6,0.333333
my_math_academy,1172641,Geometry and measurement,5,3,19,0.263158
my_math_academy,1172641,Number and operations,5,23,98,0.051020
my_math_academy,1172653,Algebraic reasoning,20,13,37,0.540541
my_math_academy,1172653,Data analysis,4,1,6,0.666667
my_math_academy,1172653,Geometry and measurement,6,7,19,0.315789
my_math_academy,1172653,Number and operations,14,59,120,0.116667
my_math_academy,1172657,Algebraic reasoning,2,0,37,0.054054
my_math_academy,1172657,Data analysis,5,0,6,0.833333
my_math_academy,1172657,Geometry and measurement,12,0,19,0.631579
my_math_academy,1172657,Number and operations,16,2,98,0.163265
my_math_academy,1172658,Algebraic reasoning,4,9,37,0.108108
my_math_academy,1172658,Data analysis,1,5,6,0.166667
my_math_academy,1172658,Geometry and measurement,7,12,19,0.368421
my_math_academy,1172658,Number and operations,10,30,98,0.102041
my_math_academy,1172674,Algebraic reasoning,6,9,37,0.162162
my_math_academy,1172674,Data analysis,5,0,6,0.833333
my_math_academy,1172674,Geometry and measurement,13,0,19,0.684211
my_math_academy,1172674,Number and operations,16,33,98,0.163265
my_math_academy,1172675,Algebraic reasoning,10,0,37,0.270270
my_math_academy,1172675,Data analysis,5,0,6,0.833333
my_math_academy,1172675,Geometry and measurement,10,0,19,0.526316
my_math_academy,1172675,Number and operations,28,0,98,0.285714
my_math_academy,1172695,Algebraic reasoning,6,0,37,0.162162
my_math_academy,1172695,Data analysis,5,0,6,0.833333
my_math_academy,1172695,Geometry and measurement,10,3,19,0.526316
my_math_academy,1172695,Number and operations,24,2,98,0.244898
my_math_academy,1172696,Algebraic reasoning,9,26,37,0.243243
my_math_academy,1172696,Data analysis,6,0,6,1.000000
my_math_academy,1172696,Geometry and measurement,14,5,19,0.736842
my_math_academy,1172696,Number and operations,29,65,120,0.241667
my_math_academy,1172697,Algebraic reasoning,6,30,37,0.162162
my_math_academy,1172697,Data analysis,1,5,6,0.166667
my_math_academy,1172697,Geometry and measurement,5,13,19,0.263158
my_math_academy,1172697,Number and operations,8,75,120,0.066667
my_math_academy,1172700,Algebraic reasoning,13,20,37,0.351351
my_math_academy,1172700,Data analysis,5,1,6,0.833333
my_math_academy,1172700,Geometry and measurement,12,7,19,0.631579
my_math_academy,1172700,Number and operations,32,65,120,0.266667
my_math_academy,1172701,Algebraic reasoning,7,26,37,0.189189
my_math_academy,1172701,Data analysis,6,0,6,1.000000
my_math_academy,1172701,Geometry and measurement,14,5,19,0.736842
my_math_academy,1172701,Number and operations,37,76,120,0.308333
my_math_academy,1172703,Algebraic reasoning,7,13,37,0.189189
my_math_academy,1172703,Data analysis,6,0,6,1.000000
my_math_academy,1172703,Geometry and measurement,12,5,19,0.631579
my_math_academy,1172703,Number and operations,8,59,120,0.066667
my_math_academy,1172704,Algebraic reasoning,6,0,45,0.133333
my_math_academy,1172704,Number and operations,10,0,197,0.050761
my_math_academy,1172706,Algebraic reasoning,0,2,37,0.000000
my_math_academy,1172706,Data analysis,0,5,6,0.000000
my_math_academy,1172706,Geometry and measurement,0,13,19,0.000000
my_math_academy,1172706,Number and operations,2,32,98,0.020408
my_math_academy,1172710,Algebraic reasoning,26,2,37,0.702703
my_math_academy,1172710,Data analysis,5,0,6,0.833333
my_math_academy,1172710,Geometry and measurement,13,0,19,0.684211
my_math_academy,1172710,Number and operations,34,37,98,0.346939
my_math_academy,1172711,Algebraic reasoning,10,0,37,0.270270
my_math_academy,1172711,Data analysis,5,0,6,0.833333
my_math_academy,1172711,Geometry and measurement,13,0,19,0.684211
my_math_academy,1172711,Number and operations,25,2,98,0.255102
my_math_academy,1172721,Algebraic reasoning,5,21,37,0.135135
my_math_academy,1172721,Data analysis,5,0,6,0.833333
my_math_academy,1172721,Geometry and measurement,8,5,19,0.421053
my_math_academy,1172721,Number and operations,7,59,120,0.058333
my_math_academy,1172722,Algebraic reasoning,2,35,37,0.054054
my_math_academy,1172722,Data analysis,1,5,6,0.166667
my_math_academy,1172722,Geometry and measurement,6,13,19,0.315789
my_math_academy,1172722,Number and operations,30,90,120,0.250000
my_math_academy,1172723,Algebraic reasoning,16,16,37,0.432432
my_math_academy,1172723,Data analysis,6,0,6,1.000000
my_math_academy,1172723,Geometry and measurement,14,5,19,0.736842
my_math_academy,1172723,Number and operations,58,59,120,0.483333
my_math_academy,1172724,Algebraic reasoning,3,32,37,0.081081
my_math_academy,1172724,Data analysis,1,5,6,0.166667
my_math_academy,1172724,Geometry and measurement,6,13,19,0.315789
my_math_academy,1172724,Number and operations,8,77,120,0.066667
my_math_academy,1172725,Algebraic reasoning,3,13,37,0.081081
my_math_academy,1172725,Data analysis,5,0,6,0.833333
my_math_academy,1172725,Geometry and measurement,6,5,19,0.315789
my_math_academy,1172725,Number and operations,1,59,120,0.008333
my_math_academy,1172726,Algebraic reasoning,10,16,37,0.270270
my_math_academy,1172726,Data analysis,1,0,6,0.166667
my_math_academy,1172726,Geometry and measurement,2,5,19,0.105263
my_math_academy,1172726,Number and operations,8,59,120,0.066667
my_math_academy,1172728,Algebraic reasoning,5,30,37,0.135135
my_math_academy,1172728,Data analysis,1,5,6,0.166667
my_math_academy,1172728,Geometry and measurement,6,13,19,0.315789
my_math_academy,1172728,Number and operations,14,71,120,0.116667
my_math_academy,1172743,Algebraic reasoning,5,7,37,0.135135
my_math_academy,1172743,Data analysis,6,0,6,1.000000
my_math_academy,1172743,Geometry and measurement,17,0,19,0.894737
my_math_academy,1172743,Number and operations,13,32,98,0.132653
my_math_academy,1172744,Algebraic reasoning,3,0,37,0.081081
my_math_academy,1172744,Data analysis,5,0,6,0.833333
my_math_academy,1172744,Geometry and measurement,9,3,19,0.473684
my_math_academy,1172744,Number and operations,9,7,98,0.091837
my_math_academy,1172745,Algebraic reasoning,13,20,37,0.351351
my_math_academy,1172745,Data analysis,6,0,6,1.000000
my_math_academy,1172745,Geometry and measurement,14,5,19,0.736842
my_math_academy,1172745,Number and operations,33,65,120,0.275000
my_math_academy,1172748,Algebraic reasoning,5,0,37,0.135135
my_math_academy,1172748,Data analysis,4,0,6,0.666667
my_math_academy,1172748,Geometry and measurement,9,0,19,0.473684
my_math_academy,1172748,Number and operations,13,0,98,0.132653
my_math_academy,1172749,Algebraic reasoning,6,0,37,0.162162
my_math_academy,1172749,Data analysis,0,6,6,0.000000
my_math_academy,1172749,Geometry and measurement,0,16,19,0.000000
my_math_academy,1172749,Number and operations,18,7,98,0.183673
my_math_academy,1172751,Algebraic reasoning,7,23,37,0.189189
my_math_academy,1172751,Data analysis,1,0,6,0.166667
my_math_academy,1172751,Geometry and measurement,2,5,19,0.105263
my_math_academy,1172751,Number and operations,3,65,120,0.025000
my_math_academy,1172752,Algebraic reasoning,8,0,37,0.216216
my_math_academy,1172752,Data analysis,5,0,6,0.833333
my_math_academy,1172752,Geometry and measurement,9,3,19,0.473684
my_math_academy,1172752,Number and operations,18,16,98,0.183673
my_math_academy,1172753,Algebraic reasoning,9,0,37,0.243243
my_math_academy,1172753,Data analysis,5,0,6,0.833333
my_math_academy,1172753,Geometry and measurement,10,3,19,0.526316
my_math_academy,1172753,Number and operations,23,14,98,0.234694
my_math_academy,1172760,Algebraic reasoning,4,32,37,0.108108
my_math_academy,1172760,Data analysis,1,5,6,0.166667
my_math_academy,1172760,Geometry and measurement,6,13,19,0.315789
my_math_academy,1172760,Number and operations,16,81,120,0.133333
my_math_academy,1172762,Algebraic reasoning,0,21,37,0.000000
my_math_academy,1172762,Geometry and measurement,0,5,19,0.000000
my_math_academy,1172762,Number and operations,0,59,120,0.000000
my_math_academy,1172764,Algebraic reasoning,17,13,37,0.459459
my_math_academy,1172764,Data analysis,6,0,6,1.000000
my_math_academy,1172764,Geometry and measurement,9,5,19,0.473684
my_math_academy,1172764,Number and operations,14,59,120,0.116667
my_math_academy,1172766,Algebraic reasoning,20,0,37,0.540541
my_math_academy,1172766,Data analysis,6,0,6,1.000000
my_math_academy,1172766,Geometry and measurement,16,3,19,0.842105
my_math_academy,1172766,Number and operations,38,2,98,0.387755
my_math_academy,1172767,Algebraic reasoning,11,18,37,0.297297
my_math_academy,1172767,Data analysis,5,0,6,0.833333
my_math_academy,1172767,Geometry and measurement,11,0,19,0.578947
my_math_academy,1172767,Number and operations,20,61,98,0.204082
my_math_academy,1172768,Algebraic reasoning,17,0,37,0.459459
my_math_academy,1172768,Data analysis,6,0,6,1.000000
my_math_academy,1172768,Geometry and measurement,16,3,19,0.842105
my_math_academy,1172768,Number and operations,24,12,98,0.244898
my_math_academy,1172797,Algebraic reasoning,11,13,37,0.297297
my_math_academy,1172797,Data analysis,2,0,6,0.333333
my_math_academy,1172797,Geometry and measurement,3,5,19,0.157895
my_math_academy,1172797,Number and operations,12,59,120,0.100000
my_math_academy,1172799,Algebraic reasoning,11,26,37,0.297297
my_math_academy,1172799,Data analysis,2,1,6,0.333333
my_math_academy,1172799,Geometry and measurement,2,7,19,0.105263
my_math_academy,1172799,Number and operations,33,65,120,0.275000
my_math_academy,1172801,Algebraic reasoning,12,16,37,0.324324
my_math_academy,1172801,Data analysis,6,0,6,1.000000
my_math_academy,1172801,Geometry and measurement,14,5,19,0.736842
my_math_academy,1172801,Number and operations,25,59,120,0.208333
my_math_academy,1172806,Algebraic reasoning,7,9,37,0.189189
my_math_academy,1172806,Data analysis,1,5,6,0.166667
my_math_academy,1172806,Geometry and measurement,4,12,19,0.210526
my_math_academy,1172806,Number and operations,19,44,98,0.193878
my_math_academy,1172807,Algebraic reasoning,3,0,37,0.081081
my_math_academy,1172807,Data analysis,2,0,6,0.333333
my_math_academy,1172807,Geometry and measurement,8,0,19,0.421053
my_math_academy,1172807,Number and operations,7,16,98,0.071429
my_math_academy,1172808,Algebraic reasoning,3,32,37,0.081081
my_math_academy,1172808,Data analysis,0,5,6,0.000000
my_math_academy,1172808,Geometry and measurement,0,13,19,0.000000
my_math_academy,1172808,Number and operations,6,77,120,0.050000
my_math_academy,1172816,Algebraic reasoning,17,16,37,0.459459
my_math_academy,1172816,Data analysis,6,0,6,1.000000
my_math_academy,1172816,Geometry and measurement,14,5,19,0.736842
my_math_academy,1172816,Number and operations,27,59,120,0.225000
my_math_academy,1172818,Algebraic reasoning,3,32,37,0.081081
my_math_academy,1172818,Data analysis,0,5,6,0.000000
my_math_academy,1172818,Geometry and measurement,0,13,19,0.000000
my_math_academy,1172818,Number and operations,7,81,120,0.058333
my_math_academy,1172821,Algebraic reasoning,1,32,37,0.027027
my_math_academy,1172821,Data analysis,1,0,6,0.166667
my_math_academy,1172821,Geometry and measurement,1,5,19,0.052632
my_math_academy,1172821,Number and operations,0,81,120,0.000000
my_math_academy,1172822,Number and operations,0,7,98,0.000000
my_math_academy,1172824,Algebraic reasoning,2,0,5,0.400000
my_math_academy,1172824,Geometry and measurement,0,3,15,0.000000
my_math_academy,1172824,Number Sense,5,17,33,0.151515
my_math_academy,1172824,Number and operations,4,19,45,0.088889
my_math_academy,1172828,Algebraic reasoning,3,23,37,0.081081
my_math_academy,1172828,Data analysis,6,0,6,1.000000
my_math_academy,1172828,Geometry and measurement,10,5,19,0.526316
my_math_academy,1172828,Number and operations,4,65,120,0.033333
my_math_academy,1172844,Algebraic reasoning,4,0,37,0.108108
my_math_academy,1172844,Data analysis,6,0,6,1.000000
my_math_academy,1172844,Geometry and measurement,12,3,19,0.631579
my_math_academy,1172844,Number and operations,15,2,98,0.153061
my_math_academy,1172850,Algebraic reasoning,0,28,45,0.000000
my_math_academy,1172850,Data analysis,0,6,6,0.000000
my_math_academy,1172850,Geometry and measurement,0,19,20,0.000000
my_math_academy,1172850,Number and operations,3,112,277,0.010830
my_math_academy,1172865,Algebraic reasoning,5,30,37,0.135135
my_math_academy,1172865,Data analysis,1,5,6,0.166667
my_math_academy,1172865,Geometry and measurement,4,13,19,0.210526
my_math_academy,1172865,Number and operations,7,75,120,0.058333
my_math_academy,1172867,Algebraic reasoning,13,20,37,0.351351
my_math_academy,1172867,Data analysis,6,0,6,1.000000
my_math_academy,1172867,Geometry and measurement,14,5,19,0.736842
my_math_academy,1172867,Number and operations,34,65,120,0.283333
my_math_academy,1172868,Algebraic reasoning,10,13,37,0.270270
my_math_academy,1172868,Data analysis,1,0,6,0.166667
my_math_academy,1172868,Geometry and measurement,1,5,19,0.052632
my_math_academy,1172868,Number and operations,8,59,120,0.066667
my_math_academy,1172871,Algebraic reasoning,15,13,37,0.405405
my_math_academy,1172871,Data analysis,6,0,6,1.000000
my_math_academy,1172871,Geometry and measurement,14,5,19,0.736842
my_math_academy,1172871,Number and operations,27,59,120,0.225000
my_math_academy,1172876,Algebraic reasoning,1,2,37,0.027027
my_math_academy,1172876,Data analysis,1,5,6,0.166667
my_math_academy,1172876,Geometry and measurement,3,12,19,0.157895
my_math_academy,1172876,Number and operations,2,23,98,0.020408
my_math_academy,1172877,Algebraic reasoning,0,2,37,0.000000
my_math_academy,1172877,Data analysis,2,0,6,0.333333
my_math_academy,1172877,Geometry and measurement,8,0,19,0.421053
my_math_academy,1172877,Number and operations,14,18,98,0.142857
my_math_academy,1172878,Algebraic reasoning,4,15,37,0.108108
my_math_academy,1172878,Data analysis,5,0,6,0.833333
my_math_academy,1172878,Geometry and measurement,12,0,19,0.631579
my_math_academy,1172878,Number and operations,6,35,98,0.061224
my_math_academy,1172879,Algebraic reasoning,10,7,37,0.270270
my_math_academy,1172879,Data analysis,5,0,6,0.833333
my_math_academy,1172879,Geometry and measurement,10,3,19,0.526316
my_math_academy,1172879,Number and operations,24,22,98,0.244898
my_math_academy,1172884,Algebraic reasoning,3,5,37,0.081081
my_math_academy,1172884,Geometry and measurement,2,0,19,0.105263
my_math_academy,1172884,Number and operations,0,21,98,0.000000
my_math_academy,1172909,Algebraic reasoning,14,13,37,0.378378
my_math_academy,1172909,Data analysis,6,0,6,1.000000
my_math_academy,1172909,Geometry and measurement,14,5,19,0.736842
my_math_academy,1172909,Number and operations,18,59,120,0.150000
my_math_academy,1172910,Algebraic reasoning,13,20,37,0.351351
my_math_academy,1172910,Data analysis,6,0,6,1.000000
my_math_academy,1172910,Geometry and measurement,14,5,19,0.736842
my_math_academy,1172910,Number and operations,52,65,120,0.433333
my_math_academy,1172913,Algebraic reasoning,5,30,37,0.135135
my_math_academy,1172913,Data analysis,0,5,6,0.000000
my_math_academy,1172913,Geometry and measurement,0,13,19,0.000000
my_math_academy,1172913,Number and operations,5,75,120,0.041667
my_math_academy,1172914,Algebraic reasoning,6,30,37,0.162162
my_math_academy,1172914,Data analysis,0,5,6,0.000000
my_math_academy,1172914,Geometry and measurement,0,13,19,0.000000
my_math_academy,1172914,Number and operations,6,75,120,0.050000
my_math_academy,1172915,Algebraic reasoning,13,23,37,0.351351
my_math_academy,1172915,Data analysis,6,0,6,1.000000
my_math_academy,1172915,Geometry and measurement,14,5,19,0.736842
my_math_academy,1172915,Number and operations,19,65,120,0.158333
my_math_academy,1172916,Algebraic reasoning,17,13,37,0.459459
my_math_academy,1172916,Data analysis,6,0,6,1.000000
my_math_academy,1172916,Geometry and measurement,14,5,19,0.736842
my_math_academy,1172916,Number and operations,13,59,120,0.108333
my_math_academy,1172920,Algebraic reasoning,15,0,37,0.405405
my_math_academy,1172920,Data analysis,6,0,6,1.000000
my_math_academy,1172920,Geometry and measurement,16,0,19,0.842105
my_math_academy,1172920,Number and operations,25,0,98,0.255102
my_math_academy,1172921,Algebraic reasoning,0,28,45,0.000000
my_math_academy,1172921,Data analysis,0,6,6,0.000000
my_math_academy,1172921,Geometry and measurement,0,19,20,0.000000
my_math_academy,1172921,Number and operations,0,81,277,0.000000
my_math_academy,1172922,Algebraic reasoning,12,0,37,0.324324
my_math_academy,1172922,Data analysis,5,0,6,0.833333
my_math_academy,1172922,Geometry and measurement,10,3,19,0.526316
my_math_academy,1172922,Number and operations,26,2,98,0.265306
my_math_academy,1172923,Algebraic reasoning,3,18,37,0.081081
my_math_academy,1172923,Data analysis,6,0,6,1.000000
my_math_academy,1172923,Geometry and measurement,19,0,19,1.000000
my_math_academy,1172923,Number and operations,12,40,98,0.122449
my_math_academy,1172926,Algebraic reasoning,1,1,37,0.027027
my_math_academy,1172926,Geometry and measurement,5,0,19,0.263158
my_math_academy,1172926,Number and operations,15,9,98,0.153061
my_math_academy,1172934,Algebraic reasoning,4,21,37,0.108108
my_math_academy,1172934,Data analysis,5,0,6,0.833333
my_math_academy,1172934,Geometry and measurement,12,0,19,0.631579
my_math_academy,1172934,Number and operations,9,45,98,0.091837
my_math_academy,1172935,Algebraic reasoning,4,32,37,0.108108
my_math_academy,1172935,Data analysis,6,0,6,1.000000
my_math_academy,1172935,Geometry and measurement,14,5,19,0.736842
my_math_academy,1172935,Number and operations,10,81,120,0.083333
my_math_academy,1178578,Algebraic reasoning,0,21,37,0.000000
my_math_academy,1178578,Geometry and measurement,0,5,19,0.000000
my_math_academy,1178578,Number and operations,0,59,120,0.000000
my_math_academy,1423009,Algebraic reasoning,19,0,37,0.513514
my_math_academy,1423009,Data analysis,6,0,6,1.000000
my_math_academy,1423009,Geometry and measurement,16,3,19,0.842105
my_math_academy,1423009,Number and operations,30,12,98,0.306122
my_math_academy,1423011,Algebraic reasoning,3,1,5,0.600000
my_math_academy,1423011,Geometry and measurement,4,0,15,0.266667
my_math_academy,1423011,Measurement,2,0,2,1.000000
my_math_academy,1423011,Number Sense,15,4,33,0.454545
my_math_academy,1423011,Number and operations,15,6,45,0.333333
my_math_academy,1423012,Number Sense,3,0,33,0.090909
my_math_academy,1423012,Number and operations,3,0,45,0.066667
my_math_academy,1423013,Geometry and measurement,5,0,15,0.333333
my_math_academy,1423013,Measurement,2,0,2,1.000000
my_math_academy,1423013,Number Sense,8,0,33,0.242424
my_math_academy,1423013,Number and operations,9,0,45,0.200000
my_math_academy,1423014,Algebraic reasoning,2,1,5,0.400000
my_math_academy,1423014,Classification and Patterns,0,5,6,0.000000
my_math_academy,1423014,Data analysis,0,5,6,0.000000
my_math_academy,1423014,Geometry and Spatial Sense,0,4,6,0.000000
my_math_academy,1423014,Geometry and measurement,0,13,15,0.000000
my_math_academy,1423014,Measurement,0,2,2,0.000000
my_math_academy,1423014,Number Sense,5,21,33,0.151515
my_math_academy,1423014,Number and operations,6,25,45,0.133333
my_math_academy,1423015,Algebraic reasoning,4,1,5,0.800000
my_math_academy,1423015,Geometry and measurement,5,0,15,0.333333
my_math_academy,1423015,Measurement,2,0,2,1.000000
my_math_academy,1423015,Number Sense,22,4,33,0.666667
my_math_academy,1423015,Number and operations,23,6,45,0.511111
my_math_academy,1423019,Algebraic reasoning,5,0,37,0.135135
my_math_academy,1423019,Data analysis,5,0,6,0.833333
my_math_academy,1423019,Geometry and measurement,10,3,19,0.526316
my_math_academy,1423019,Number and operations,9,12,98,0.091837
my_math_academy,1423020,Algebraic reasoning,1,0,5,0.200000
my_math_academy,1423020,Geometry and measurement,1,3,15,0.066667
my_math_academy,1423020,Measurement,1,0,2,0.500000
my_math_academy,1423020,Number Sense,7,17,33,0.212121
my_math_academy,1423020,Number and operations,8,19,45,0.177778
my_math_academy,1423023,Algebraic reasoning,17,13,37,0.459459
my_math_academy,1423023,Data analysis,5,0,6,0.833333
my_math_academy,1423023,Geometry and measurement,8,5,19,0.421053
my_math_academy,1423023,Number and operations,14,59,120,0.116667
my_math_academy,1423029,Algebraic reasoning,21,0,37,0.567568
my_math_academy,1423029,Data analysis,5,1,6,0.833333
my_math_academy,1423029,Geometry and measurement,14,5,19,0.736842
my_math_academy,1423029,Number and operations,32,7,98,0.326531
my_math_academy,1423030,Algebraic reasoning,4,1,5,0.800000
my_math_academy,1423030,Classification and Patterns,5,0,6,0.833333
my_math_academy,1423030,Data analysis,5,0,6,0.833333
my_math_academy,1423030,Geometry and Spatial Sense,4,0,6,0.666667
my_math_academy,1423030,Geometry and measurement,13,0,15,0.866667
my_math_academy,1423030,Measurement,2,0,2,1.000000
my_math_academy,1423030,Number Sense,23,4,33,0.696970
my_math_academy,1423030,Number and operations,24,6,45,0.533333
my_math_academy,1423031,Algebraic reasoning,2,3,5,0.400000
my_math_academy,1423031,Classification and Patterns,4,1,6,0.666667
my_math_academy,1423031,Data analysis,4,1,6,0.666667
my_math_academy,1423031,Geometry and Spatial Sense,3,1,6,0.500000
my_math_academy,1423031,Geometry and measurement,8,5,15,0.533333
my_math_academy,1423031,Joining and Separating,1,0,2,0.500000
my_math_academy,1423031,Measurement,2,0,2,1.000000
my_math_academy,1423031,Number Sense,7,24,33,0.212121
my_math_academy,1423031,Number and operations,9,30,45,0.200000
my_math_academy,1423032,Algebraic reasoning,6,20,37,0.162162
my_math_academy,1423032,Data analysis,6,0,6,1.000000
my_math_academy,1423032,Geometry and measurement,14,5,19,0.736842
my_math_academy,1423032,Number and operations,32,65,120,0.266667
my_math_academy,1423033,Geometry and measurement,5,0,15,0.333333
my_math_academy,1423033,Measurement,2,0,2,1.000000
my_math_academy,1423033,Number Sense,17,0,33,0.515152
my_math_academy,1423033,Number and operations,19,0,45,0.422222
my_math_academy,1423034,Geometry and measurement,5,0,15,0.333333
my_math_academy,1423034,Measurement,2,0,2,1.000000
my_math_academy,1423034,Number Sense,2,0,33,0.060606
